차종,공장명(국가),월,Korea,U.S.A,Canada,Mexico,Europe,Eastern Europe,Latin America,Middle East,Africa,Asia Pacific,India,China,연도
EV5,CKD,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV9,CKD,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,CKD,2월,0.0,0.0,0.0,0.0,0.0,1120.0,0.0,233.0,0.0,46.0,0.0,0.0,2024
Sorento,CKD,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,48.0,0.0,0.0,2024
New Carens,CKD,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carens MPV,CKD,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,0.0,0.0,2024
Carnival / Sedona,CKD,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,2024
Bongo / Frontier,CKD,2월,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,500.0,0.0,0.0,2024
Bongo,Special Vehicle,2월,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,4.0,3.0,0.0,0.0,2024
Millitary,Special Vehicle,2월,68.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Special Vehicle,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bongo (CKD),Special Vehicle,2월,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Millitary (CKD),Special Vehicle,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus (CKD),Special Vehicle,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,2024
Morning / Picanto,Korea Plants,3월,1416.0,0.0,0.0,0.0,6287.0,310.0,1212.0,589.0,429.0,687.0,0.0,0.0,2024
Pride / Rio,Korea Plants,3월,0.0,0.0,0.0,0.0,78.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,2024
Ray,Korea Plants,3월,3172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray EV,Korea Plants,3월,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K3,Korea Plants,3월,1460.0,0.0,58.0,53.0,0.0,60.0,31.0,653.0,136.0,1203.0,0.0,0.0,2024
K5 / Optima,Korea Plants,3월,3577.0,0.0,0.0,0.0,0.0,396.0,13.0,1019.0,15.0,0.0,0.0,0.0,2024
Stinger,Korea Plants,3월,0.0,1.0,4.0,0.0,8.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,2024
"K7,8 / Cadenza",Korea Plants,3월,2016.0,0.0,0.0,0.0,0.0,7.0,0.0,101.0,1.0,0.0,0.0,0.0,2024
K9,Korea Plants,3월,140.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Stonic,Korea Plants,3월,0.0,0.0,0.0,0.0,6494.0,857.0,260.0,150.0,134.0,838.0,0.0,0.0,2024
Seltos,Korea Plants,3월,4748.0,6017.0,2160.0,0.0,0.0,185.0,538.0,317.0,0.0,1161.0,0.0,0.0,2024
Soul,Korea Plants,3월,0.0,5284.0,130.0,146.0,0.0,73.0,194.0,0.0,0.0,2.0,0.0,0.0,2024
Soul EV,Korea Plants,3월,0.0,0.0,0.0,0.0,198.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2024
Niro,Korea Plants,3월,917.0,1693.0,184.0,135.0,5210.0,5.0,144.0,35.0,67.0,261.0,0.0,0.0,2024
Niro EV,Korea Plants,3월,134.0,1209.0,443.0,0.0,3372.0,45.0,82.0,56.0,28.0,178.0,0.0,0.0,2024
Niro Plus,Korea Plants,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2024
Niro Plus EV,Korea Plants,3월,86.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,0.0,2.0,0.0,0.0,2024
EV3,Korea Plants,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV4,Korea Plants,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV6,Korea Plants,3월,1275.0,1537.0,533.0,10.0,2662.0,48.0,9.0,36.0,32.0,273.0,20.0,1.0,2024
EV9,Korea Plants,3월,183.0,1281.0,248.0,0.0,1008.0,26.0,13.0,2.0,3.0,111.0,0.0,0.0,2024
Sportage,Korea Plants,3월,6736.0,6580.0,1732.0,502.0,0.0,654.0,723.0,0.0,0.0,2866.0,0.0,0.0,2024
Sorento,Korea Plants,3월,8974.0,1222.0,2.0,0.0,1619.0,993.0,238.0,2353.0,35.0,1077.0,0.0,0.0,2024
Mohave / Borrego,Korea Plants,3월,298.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carnival / Sedona,Korea Plants,3월,7643.0,3451.0,279.0,0.0,0.0,34.0,141.0,298.0,14.0,896.0,0.0,0.0,2024
Bongo / Frontier,Korea Plants,3월,3404.0,0.0,0.0,0.0,0.0,960.0,1117.0,1184.0,231.0,364.0,0.0,0.0,2024
Bongo EV,Korea Plants,3월,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Korea Plants,3월,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Cee'd,Slovakia Plant,3월,0.0,0.0,0.0,0.0,8684.0,180.0,2.0,70.0,29.0,1.0,0.0,0.0,2024
Cee'd CUV,Slovakia Plant,3월,0.0,0.0,0.0,0.0,4363.0,87.0,12.0,0.0,83.0,0.0,0.0,0.0,2024
Sportage,Slovakia Plant,3월,0.0,0.0,0.0,0.0,19388.0,1067.0,459.0,2454.0,743.0,0.0,0.0,0.0,2024
Pride / Rio (SC),Mexico Plant,3월,0.0,246.0,63.0,4783.0,0.0,0.0,1189.0,215.0,48.0,1.0,0.0,0.0,2024
K3,Mexico Plant,3월,0.0,13417.0,1038.0,906.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,2024
Pride / Rio (FB),*Russia Plant(HMMR),3월,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Optima / K5,US Plant,3월,0.0,1174.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,US Plant,3월,0.0,8631.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,2024
Sorento,US Plant,3월,0.0,7577.0,869.0,124.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,2024
Telluride,US Plant,3월,0.0,10152.0,211.0,0.0,0.0,0.0,12.0,69.0,0.0,3.0,0.0,0.0,2024
EV9,US Plant,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Pegas,China Plants,3월,0.0,0.0,0.0,0.0,0.0,0.0,2060.0,2418.0,110.0,137.0,0.0,40.0,2024
Forte,China Plants,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3438.0,2024
K3,China Plants,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0,2024
K4,China Plants,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,China Plants,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,2024
KX1,China Plants,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,745.0,2024
Sonet,China Plants,3월,0.0,0.0,0.0,112.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,2024
KX3 / Seltos,China Plants,3월,0.0,0.0,0.0,1710.0,0.0,0.0,815.0,1204.0,120.0,48.0,0.0,611.0,2024
Zhipao,China Plants,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,2024
KX5 / Sportage,China Plants,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879.0,2024
Carnival,China Plants,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,2024
EV5,China Plants,3월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,533.0,2024
Sonet,India Plant,3월,0.0,0.0,0.0,0.0,0.0,0.0,736.0,558.0,710.0,154.0,8170.0,0.0,2024
Seltos,India Plant,3월,0.0,0.0,0.0,24.0,0.0,0.0,201.0,2.0,174.0,75.0,7345.0,0.0,2024
Carens MPV,India Plant,3월,0.0,0.0,0.0,0.0,0.0,0.0,201.0,375.0,101.0,58.0,4486.0,0.0,2024
Carnival (CKD),India Plant,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Morning / Picanto,CKD,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,95.0,0.0,0.0,2024
Pegas,CKD,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,2024
K3,CKD,3월,0.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,167.0,0.0,0.0,2024
K4,CKD,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,CKD,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,2024
"K7, K8 / Cadenza",CKD,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sonet,CKD,3월,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,791.0,0.0,0.0,2024
Stonic,CKD,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2024
Seltos,CKD,3월,0.0,0.0,0.0,0.0,0.0,583.0,0.0,0.0,0.0,314.0,0.0,0.0,2024
Soul,CKD,3월,0.0,0.0,0.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV5,CKD,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV9,CKD,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,CKD,3월,0.0,0.0,0.0,0.0,0.0,666.0,0.0,313.0,0.0,126.0,0.0,0.0,2024
Sorento,CKD,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,72.0,0.0,0.0,2024
New Carens,CKD,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carens MPV,CKD,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,2024
Carnival / Sedona,CKD,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.0,0.0,0.0,2024
Bongo / Frontier,CKD,3월,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,600.0,0.0,0.0,2024
Bongo,Special Vehicle,3월,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,8.0,0.0,0.0,2024
Millitary,Special Vehicle,3월,106.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Special Vehicle,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bongo (CKD),Special Vehicle,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,2024
Millitary (CKD),Special Vehicle,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus (CKD),Special Vehicle,3월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2024
Morning / Picanto,Korea Plants,4월,1421.0,0.0,0.0,0.0,6350.0,283.0,1549.0,889.0,774.0,548.0,0.0,0.0,2024
Pride / Rio,Korea Plants,4월,0.0,0.0,0.0,0.0,32.0,4.0,1.0,0.0,9.0,0.0,0.0,0.0,2024
Ray,Korea Plants,4월,3244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray EV,Korea Plants,4월,1216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K3,Korea Plants,4월,1336.0,0.0,56.0,37.0,0.0,134.0,14.0,730.0,4.0,1468.0,0.0,0.0,2024
K5 / Optima,Korea Plants,4월,3168.0,0.0,0.0,0.0,0.0,512.0,14.0,711.0,4.0,0.0,0.0,0.0,2024
Stinger,Korea Plants,4월,0.0,0.0,4.0,0.0,3.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,2024
"K7,8 / Cadenza",Korea Plants,4월,1988.0,0.0,0.0,0.0,0.0,21.0,0.0,73.0,0.0,0.0,0.0,0.0,2024
K9,Korea Plants,4월,253.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Stonic,Korea Plants,4월,0.0,0.0,0.0,0.0,5588.0,577.0,236.0,160.0,255.0,627.0,0.0,0.0,2024
Seltos,Korea Plants,4월,5025.0,5672.0,1872.0,0.0,0.0,440.0,630.0,243.0,0.0,823.0,0.0,0.0,2024
Soul,Korea Plants,4월,0.0,5708.0,82.0,163.0,0.0,1.0,198.0,0.0,0.0,3.0,0.0,0.0,2024
Soul EV,Korea Plants,4월,0.0,0.0,0.0,0.0,90.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2024
Niro,Korea Plants,4월,1597.0,1609.0,203.0,109.0,4009.0,11.0,184.0,12.0,51.0,305.0,0.0,0.0,2024
Niro EV,Korea Plants,4월,218.0,1422.0,447.0,0.0,2381.0,48.0,15.0,54.0,6.0,78.0,0.0,0.0,2024
Niro Plus,Korea Plants,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,1.0,47.0,0.0,0.0,2024
Niro Plus EV,Korea Plants,4월,123.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,2024
EV3,Korea Plants,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV4,Korea Plants,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV6,Korea Plants,4월,1036.0,2051.0,437.0,11.0,2369.0,21.0,16.0,96.0,12.0,212.0,35.0,27.0,2024
EV9,Korea Plants,4월,174.0,1572.0,451.0,0.0,765.0,20.0,6.0,6.0,1.0,106.0,0.0,0.0,2024
Sportage,Korea Plants,4월,7179.0,5760.0,1718.0,484.0,0.0,401.0,730.0,0.0,0.0,2239.0,0.0,0.0,2024
Sorento,Korea Plants,4월,7865.0,846.0,0.0,0.0,1502.0,591.0,228.0,2167.0,161.0,1135.0,0.0,0.0,2024
Mohave / Borrego,Korea Plants,4월,257.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carnival / Sedona,Korea Plants,4월,6879.0,3588.0,478.0,0.0,0.0,30.0,90.0,178.0,15.0,935.0,0.0,0.0,2024
Bongo / Frontier,Korea Plants,4월,3854.0,0.0,0.0,0.0,0.0,683.0,1301.0,1728.0,160.0,332.0,0.0,0.0,2024
Bongo EV,Korea Plants,4월,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Korea Plants,4월,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Cee'd,Slovakia Plant,4월,0.0,0.0,0.0,0.0,7011.0,164.0,8.0,55.0,7.0,2.0,0.0,0.0,2024
Cee'd CUV,Slovakia Plant,4월,0.0,0.0,0.0,0.0,2633.0,25.0,6.0,0.0,180.0,0.0,0.0,0.0,2024
Sportage,Slovakia Plant,4월,0.0,0.0,0.0,0.0,12025.0,635.0,554.0,2080.0,744.0,0.0,0.0,0.0,2024
Pride / Rio (SC),Mexico Plant,4월,0.0,83.0,2.0,4472.0,0.0,0.0,914.0,286.0,18.0,2.0,0.0,0.0,2024
K3,Mexico Plant,4월,0.0,12360.0,814.0,695.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,2024
Pride / Rio (FB),*Russia Plant(HMMR),4월,0,0,0,0,0,1.0,0,0,0.0,0,0,0,2024
Optima / K5,US Plant,4월,0.0,333.0,5.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,US Plant,4월,0.0,7979.0,0.0,0.0,0.0,0,34.0,0.0,0.0,0.0,0.0,0.0,2024
Sorento,US Plant,4월,0.0,7822.0,869.0,218.0,0.0,0,57.0,0.0,0.0,0.0,0.0,0.0,2024
Telluride,US Plant,4월,0.0,8949.0,287.0,13.0,0.0,0,16.0,46.0,0.0,1.0,0.0,0.0,2024
EV9,US Plant,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Pegas,China Plants,4월,0.0,0.0,0.0,0.0,0.0,0,2030.0,2086.0,327.0,122.0,0.0,40.0,2024
Forte,China Plants,4월,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1615.0,2024
K3,China Plants,4월,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1363.0,2024
K4,China Plants,4월,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,China Plants,4월,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,93.0,2024
KX1,China Plants,4월,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,198.0,0.0,576.0,2024
Sonet,China Plants,4월,0.0,0.0,0.0,988.0,0.0,0,126.0,0.0,0.0,0.0,0.0,87.0,2024
KX3 / Seltos,China Plants,4월,0.0,0.0,0.0,1266.0,0.0,0,832.0,1326.0,45.0,52.0,0.0,911.0,2024
Zhipao,China Plants,4월,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125.0,2024
KX5 / Sportage,China Plants,4월,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,922.0,2024
Carnival,China Plants,4월,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,132.0,2024
EV5,China Plants,4월,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,627.0,2024
Sonet,India Plant,4월,0.0,0.0,0.0,0.0,0.0,0,538.0,201.0,174.0,161.0,8151.0,0.0,2024
Seltos,India Plant,4월,0.0,0.0,0.0,0.0,0.0,0,231.0,0.0,430.0,72.0,6376.0,0.0,2024
Carens MPV,India Plant,4월,0.0,0.0,0.0,0.0,0.0,0,189.0,408.0,25.0,58.0,4779.0,0.0,2024
Carnival (CKD),India Plant,4월,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Morning / Picanto,CKD,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,99.0,0.0,0.0,2024
Pegas,CKD,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,2024
K3,CKD,4월,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,277.0,0.0,0.0,2024
K4,CKD,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,CKD,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2024
"K7, K8 / Cadenza",CKD,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sonet,CKD,4월,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,767.0,0.0,0.0,2024
Stonic,CKD,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,2024
Seltos,CKD,4월,0.0,0.0,0.0,0.0,0.0,615.0,0.0,0.0,0.0,364.0,0.0,0.0,2024
Soul,CKD,4월,0,0,0,0,0,354.0,0,0,0.0,0,0,0,2024
EV5,CKD,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV9,CKD,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,CKD,4월,0.0,0.0,0.0,0.0,0.0,433.0,0.0,274.0,0.0,206.0,0.0,0.0,2024
Sorento,CKD,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,92.0,0.0,0.0,2024
New Carens,CKD,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carens MPV,CKD,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,2024
Carnival / Sedona,CKD,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,0.0,0.0,2024
Bongo / Frontier,CKD,4월,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,590.0,0.0,0.0,2024
Bongo,Special Vehicle,4월,0.0,0.0,0.0,0.0,0.0,83.0,2.0,0.0,0.0,10.0,0.0,0.0,2024
Millitary,Special Vehicle,4월,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,2024
Bus,Special Vehicle,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bongo (CKD),Special Vehicle,4월,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,56.0,0.0,0.0,2024
Millitary (CKD),Special Vehicle,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2024
Bus (CKD),Special Vehicle,4월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,2024
Morning / Picanto,Korea Plants,5월,907.0,0.0,0.0,0.0,6266.0,162.0,1405.0,612.0,343.0,869.0,0.0,0.0,2024
Pride / Rio,Korea Plants,5월,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2024
Ray,Korea Plants,5월,3178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray EV,Korea Plants,5월,1278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K3,Korea Plants,5월,995.0,0.0,45.0,25.0,0.0,77.0,14.0,889.0,6.0,1544.0,0.0,0.0,2024
K5 / Optima,Korea Plants,5월,2405.0,1843.0,0.0,0.0,0.0,531.0,20.0,1180.0,0.0,1.0,0.0,0.0,2024
Stinger,Korea Plants,5월,0.0,0.0,1.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2024
"K7,8 / Cadenza",Korea Plants,5월,1873.0,0.0,0.0,0.0,0.0,26.0,0.0,92.0,0.0,0.0,0.0,0.0,2024
K9,Korea Plants,5월,282.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Stonic,Korea Plants,5월,0.0,0.0,0.0,0.0,4822.0,444.0,125.0,242.0,39.0,620.0,0.0,0.0,2024
Seltos,Korea Plants,5월,6120.0,6460.0,1756.0,0.0,0.0,297.0,658.0,610.0,0.0,893.0,0.0,0.0,2024
Soul,Korea Plants,5월,0.0,5740.0,158.0,105.0,0.0,0.0,226.0,0.0,0.0,2.0,0.0,0.0,2024
Soul EV,Korea Plants,5월,0.0,0.0,0.0,0.0,98.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2024
Niro,Korea Plants,5월,1596.0,1865.0,204.0,149.0,3614.0,12.0,170.0,142.0,39.0,246.0,0.0,0.0,2024
Niro EV,Korea Plants,5월,113.0,2350.0,497.0,0.0,2390.0,46.0,10.0,20.0,10.0,68.0,0.0,0.0,2024
Niro Plus,Korea Plants,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2.0,14.0,0.0,0.0,2024
Niro Plus EV,Korea Plants,5월,67.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,2024
EV3,Korea Plants,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV4,Korea Plants,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV6,Korea Plants,5월,1380.0,2660.0,887.0,15.0,2240.0,16.0,46.0,95.0,21.0,226.0,26.0,6.0,2024
EV9,Korea Plants,5월,182.0,2187.0,515.0,0.0,885.0,23.0,12.0,13.0,3.0,101.0,0.0,0.0,2024
Sportage,Korea Plants,5월,6644.0,6290.0,1648.0,545.0,0.0,682.0,721.0,0.0,0.0,2402.0,0.0,0.0,2024
Sorento,Korea Plants,5월,7487.0,979.0,0.0,0.0,1102.0,624.0,155.0,1921.0,78.0,1108.0,0.0,0.0,2024
Mohave / Borrego,Korea Plants,5월,224.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carnival / Sedona,Korea Plants,5월,7211.0,4151.0,405.0,0.0,0.0,28.0,133.0,275.0,5.0,1279.0,0.0,0.0,2024
Bongo / Frontier,Korea Plants,5월,3588.0,0.0,0.0,0.0,0.0,789.0,1200.0,1422.0,161.0,399.0,0.0,0.0,2024
Bongo EV,Korea Plants,5월,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Korea Plants,5월,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Cee'd,Slovakia Plant,5월,0.0,0.0,0.0,0.0,6593.0,244.0,0.0,69.0,14.0,103.0,0.0,0.0,2024
Cee'd CUV,Slovakia Plant,5월,0.0,0.0,0.0,0.0,2456.0,188.0,10.0,0.0,148.0,0.0,0.0,0.0,2024
Sportage,Slovakia Plant,5월,0.0,0.0,0.0,0.0,15032.0,604.0,484.0,1857.0,780.0,0.0,0.0,0.0,2024
Pride / Rio (SC),Mexico Plant,5월,0.0,8.0,1.0,4345.0,0.0,0.0,1285.0,500.0,45.0,0.0,0.0,0.0,2024
K3,Mexico Plant,5월,0.0,13132.0,817.0,802.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,2024
Pride / Rio (FB),*Russia Plant(HMMR),5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Optima / K5,US Plant,5월,0.0,107.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,US Plant,5월,0.0,9222.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2024
