차종,공장명(국가),월,Korea,U.S.A,Canada,Mexico,Europe,Eastern Europe,Latin America,Middle East,Africa,Asia Pacific,India,China,연도
Sorento,US Plant,5월,0.0,7847.0,922.0,252.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,2024
Telluride,US Plant,5월,0.0,10315.0,351.0,65.0,0.0,0.0,18.0,104.0,0.0,4.0,0.0,0.0,2024
EV9,US Plant,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Pegas,China Plants,5월,0.0,0.0,0.0,0.0,0.0,0.0,2145.0,1578.0,80.0,174.0,0.0,21.0,2024
Forte,China Plants,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.0,2024
K3,China Plants,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.0,2024
K4,China Plants,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,China Plants,5월,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,129.0,2024
KX1,China Plants,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,340.0,2024
Sonet,China Plants,5월,0.0,0.0,0.0,1349.0,0.0,0.0,556.0,68.0,0.0,35.0,0.0,13.0,2024
KX3 / Seltos,China Plants,5월,0.0,0.0,0.0,1150.0,0.0,0.0,984.0,1330.0,35.0,75.0,0.0,939.0,2024
Zhipao,China Plants,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,2024
KX5 / Sportage,China Plants,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,2024
Carnival,China Plants,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,2024
EV5,China Plants,5월,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,353.0,2024
Sonet,India Plant,5월,0.0,0.0,0,0,0.0,26.0,325.0,1161.0,256.0,187.0,7948.0,0.0,2024
Seltos,India Plant,5월,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2.0,629.0,55.0,6008.0,0.0,2024
Carens MPV,India Plant,5월,0.0,0.0,0.0,0.0,0.0,0.0,183.0,473.0,18.0,27.0,5015.0,0.0,2024
Carnival (CKD),India Plant,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Morning / Picanto,CKD,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,38.0,0.0,0.0,2024
Pegas,CKD,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2024
K3,CKD,5월,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,273.0,0.0,0.0,2024
K4,CKD,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,CKD,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2024
"K7, K8 / Cadenza",CKD,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sonet,CKD,5월,0.0,0.0,0.0,0.0,0.0,118.0,350.0,0.0,0.0,604.0,0.0,0.0,2024
Stonic,CKD,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,2024
Seltos,CKD,5월,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,395.0,0.0,0.0,2024
Soul,CKD,5월,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV5,CKD,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV9,CKD,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,CKD,5월,0.0,0.0,0.0,0.0,0.0,416.0,0.0,176.0,0.0,192.0,0.0,0.0,2024
Sorento,CKD,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,157.0,0.0,0.0,2024
New Carens,CKD,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carens MPV,CKD,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,2024
Carnival / Sedona,CKD,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,0.0,2024
Bongo / Frontier,CKD,5월,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,628.0,0.0,0.0,2024
Bongo,Special Vehicle,5월,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,1.0,4.0,0.0,0.0,2024
Millitary,Special Vehicle,5월,125.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Special Vehicle,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bongo (CKD),Special Vehicle,5월,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,69.0,0.0,0.0,2024
Millitary (CKD),Special Vehicle,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,2024
Bus (CKD),Special Vehicle,5월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,2024
Morning / Picanto,Korea Plants,6월,985.0,0.0,0.0,0.0,5330.0,132.0,1712.0,651.0,325.0,764.0,0.0,0.0,2024
Pride / Rio,Korea Plants,6월,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2024
Ray,Korea Plants,6월,2285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray EV,Korea Plants,6월,1289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K3,Korea Plants,6월,1341.0,0.0,24.0,20.0,0.0,109.0,21.0,895.0,238.0,1905.0,0.0,0.0,2024
K5 / Optima,Korea Plants,6월,2932.0,3738.0,0.0,0.0,0.0,209.0,16.0,921.0,0.0,0.0,0.0,0.0,2024
Stinger,Korea Plants,6월,0.0,0.0,2.0,0.0,4.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,2024
"K7,8 / Cadenza",Korea Plants,6월,1519.0,0.0,0.0,0.0,0.0,33.0,0.0,96.0,3.0,0.0,0.0,0.0,2024
K9,Korea Plants,6월,160.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Stonic,Korea Plants,6월,0.0,0.0,0.0,0.0,5319.0,207.0,339.0,488.0,62.0,433.0,0.0,0.0,2024
Seltos,Korea Plants,6월,5399.0,5871.0,1868.0,0.0,0.0,324.0,617.0,213.0,0.0,1097.0,0.0,0.0,2024
Soul,Korea Plants,6월,0.0,4565.0,64.0,68.0,0.0,28.0,324.0,0.0,0.0,3.0,0.0,0.0,2024
Soul EV,Korea Plants,6월,0.0,0.0,0.0,0.0,76.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2024
Niro,Korea Plants,6월,1210.0,1719.0,207.0,100.0,4704.0,6.0,176.0,339.0,24.0,199.0,0.0,0.0,2024
Niro EV,Korea Plants,6월,123.0,1662.0,461.0,0.0,1964.0,51.0,9.0,33.0,4.0,70.0,0.0,0.0,2024
Niro Plus,Korea Plants,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,3.0,5.0,0.0,0.0,2024
Niro Plus EV,Korea Plants,6월,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2024
EV3,Korea Plants,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV4,Korea Plants,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV6,Korea Plants,6월,1430.0,2171.0,693.0,13.0,2065.0,4.0,77.0,230.0,19.0,209.0,13.0,9.0,2024
EV9,Korea Plants,6월,113.0,1905.0,481.0,0.0,1012.0,30.0,3.0,6.0,10.0,81.0,0.0,0.0,2024
Sportage,Korea Plants,6월,5815.0,5268.0,1471.0,544.0,0.0,566.0,828.0,0.0,0.0,2467.0,0.0,0.0,2024
Sorento,Korea Plants,6월,7307.0,1214.0,54.0,0.0,1501.0,923.0,161.0,1572.0,94.0,1062.0,0.0,0.0,2024
Mohave / Borrego,Korea Plants,6월,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carnival / Sedona,Korea Plants,6월,8097.0,3806.0,560.0,0.0,0.0,24.0,122.0,249.0,23.0,1585.0,0.0,0.0,2024
Bongo / Frontier,Korea Plants,6월,3084.0,0.0,0.0,0.0,0.0,899.0,978.0,1385.0,231.0,232.0,0.0,0.0,2024
Bongo EV,Korea Plants,6월,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Korea Plants,6월,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Cee'd,Slovakia Plant,6월,0.0,0.0,0.0,0.0,7260.0,344.0,3.0,29.0,16.0,32.0,0.0,0.0,2024
Cee'd CUV,Slovakia Plant,6월,0.0,0.0,0.0,0.0,3664.0,77.0,20.0,0.0,144.0,0.0,0.0,0.0,2024
Sportage,Slovakia Plant,6월,0.0,0.0,0.0,0.0,16057.0,529.0,496.0,2566.0,1104.0,0.0,0.0,0.0,2024
Pride / Rio (SC),Mexico Plant,6월,0.0,2.0,0.0,4060.0,0.0,0.0,1052.0,398.0,95.0,1.0,0.0,0.0,2024
K3,Mexico Plant,6월,0.0,11358.0,941.0,1451.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,2024
Pride / Rio (FB),*Russia Plant(HMMR),6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Optima / K5,US Plant,6월,0.0,33.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,US Plant,6월,0.0,8048.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2024
Sorento,US Plant,6월,0.0,5711.0,864.0,230.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2024
Telluride,US Plant,6월,0.0,8858.0,301.0,62.0,0.0,0.0,15.0,52.0,0.0,3.0,0.0,0.0,2024
EV9,US Plant,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Pegas,China Plants,6월,0.0,0.0,0.0,0.0,0.0,0.0,1948.0,783.0,246.0,134.0,0.0,15.0,2024
Forte,China Plants,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.0,2024
K3,China Plants,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.0,2024
K4,China Plants,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,China Plants,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,2024
KX1,China Plants,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,2024
Sonet,China Plants,6월,0.0,0.0,0.0,1001.0,0.0,0.0,856.0,157.0,1.0,447.0,0.0,13.0,2024
KX3 / Seltos,China Plants,6월,0.0,0.0,0.0,1354.0,0.0,0.0,908.0,1395.0,134.0,61.0,0.0,1346.0,2024
Zhipao,China Plants,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,2024
KX5 / Sportage,China Plants,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,2024
Carnival,China Plants,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,2024
EV5,China Plants,6월,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,163.0,0.0,594.0,2024
Sonet,India Plant,6월,0.0,0.0,0,0,0.0,0.0,151.0,769.0,604.0,110.0,7949.0,0.0,2024
Seltos,India Plant,6월,0.0,0.0,0.0,0.0,0.0,0.0,217.0,4.0,162.0,54.0,6230.0,0.0,2024
Carens MPV,India Plant,6월,0.0,0.0,0.0,0.0,0.0,69.0,147.0,418.0,65.0,33.0,5040.0,0.0,2024
Carnival (CKD),India Plant,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Morning / Picanto,CKD,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,74.0,0.0,0.0,2024
Pegas,CKD,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2024
K3,CKD,6월,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,244.0,0.0,0.0,2024
K4,CKD,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,CKD,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,2024
"K7, K8 / Cadenza",CKD,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sonet,CKD,6월,0.0,0.0,0.0,0.0,0.0,696.0,256.0,0.0,0.0,321.0,0.0,0.0,2024
Stonic,CKD,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,2024
Seltos,CKD,6월,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,609.0,0.0,0.0,2024
Soul,CKD,6월,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV5,CKD,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV9,CKD,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,CKD,6월,0.0,0.0,0.0,0.0,0.0,610.0,0.0,335.0,0.0,173.0,0.0,0.0,2024
Sorento,CKD,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,123.0,0.0,0.0,2024
New Carens,CKD,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carens MPV,CKD,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,2024
Carnival / Sedona,CKD,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,0.0,0.0,2024
Bongo / Frontier,CKD,6월,0.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,787.0,0.0,0.0,2024
Bongo,Special Vehicle,6월,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,5.0,0.0,0.0,2024
Millitary,Special Vehicle,6월,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,2024
Bus,Special Vehicle,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bongo (CKD),Special Vehicle,6월,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,53.0,0.0,0.0,2024
Millitary (CKD),Special Vehicle,6월,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus (CKD),Special Vehicle,6월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,2024
Morning / Picanto,Korea Plants,7월,1335.0,0.0,0.0,0.0,5481.0,131.0,1516.0,792.0,1087.0,542.0,0.0,0.0,2024
Pride / Rio,Korea Plants,7월,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray,Korea Plants,7월,2977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray EV,Korea Plants,7월,1407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K3,Korea Plants,7월,1373.0,0.0,51.0,12.0,0.0,145.0,25.0,1057.0,36.0,1603.0,0.0,0.0,2024
K5 / Optima,Korea Plants,7월,2702.0,4704.0,0.0,0.0,0.0,8.0,7.0,985.0,1.0,0.0,0.0,0.0,2024
Stinger,Korea Plants,7월,0.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2024
"K7,8 / Cadenza",Korea Plants,7월,1154.0,0.0,0.0,0.0,0.0,154.0,0.0,124.0,0.0,0.0,0.0,0.0,2024
K9,Korea Plants,7월,202.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Stonic,Korea Plants,7월,0.0,0.0,0.0,0.0,5068.0,440.0,249.0,433.0,308.0,428.0,0.0,0.0,2024
Seltos,Korea Plants,7월,5489.0,5481.0,1610.0,0.0,0.0,21.0,682.0,299.0,0.0,926.0,0.0,0.0,2024
Soul,Korea Plants,7월,0.0,3428.0,183.0,72.0,0.0,117.0,289.0,0.0,0.0,3.0,0.0,0.0,2024
Soul EV,Korea Plants,7월,0.0,0.0,0.0,0.0,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
Niro,Korea Plants,7월,1049.0,1662.0,333.0,103.0,4782.0,6.0,198.0,326.0,25.0,216.0,0.0,0.0,2024
Niro EV,Korea Plants,7월,150.0,1012.0,292.0,0.0,2868.0,160.0,0.0,38.0,12.0,69.0,0.0,0.0,2024
Niro Plus,Korea Plants,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024
Niro Plus EV,Korea Plants,7월,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024
EV3,Korea Plants,7월,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV4,Korea Plants,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV6,Korea Plants,7월,1344.0,1547.0,607.0,5.0,2163.0,14.0,12.0,3.0,14.0,208.0,19.0,7.0,2024
EV9,Korea Plants,7월,161.0,1815.0,237.0,0.0,1003.0,17.0,17.0,13.0,6.0,227.0,0.0,0.0,2024
Sportage,Korea Plants,7월,6235.0,4639.0,1536.0,655.0,0.0,414.0,666.0,0.0,0.0,2232.0,0.0,0.0,2024
Sorento,Korea Plants,7월,7596.0,1737.0,258.0,0.0,1523.0,926.0,239.0,1474.0,178.0,910.0,0.0,0.0,2024
Mohave / Borrego,Korea Plants,7월,197.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carnival / Sedona,Korea Plants,7월,7050.0,4557.0,450.0,0.0,0.0,100.0,226.0,283.0,20.0,1300.0,0.0,0.0,2024
Bongo / Frontier,Korea Plants,7월,2920.0,0.0,0.0,0.0,0.0,592.0,1055.0,1236.0,75.0,321.0,0.0,0.0,2024
Bongo EV,Korea Plants,7월,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Korea Plants,7월,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Cee'd,Slovakia Plant,7월,0.0,0.0,0.0,0.0,6596.0,653.0,0.0,38.0,30.0,60.0,0.0,0.0,2024
Cee'd CUV,Slovakia Plant,7월,0.0,0.0,0.0,0.0,2590.0,155.0,11.0,0.0,165.0,0.0,0.0,0.0,2024
Sportage,Slovakia Plant,7월,0.0,0.0,0.0,0.0,14439.0,777.0,509.0,1702.0,791.0,0.0,0.0,0.0,2024
Pride / Rio (SC),Mexico Plant,7월,0.0,1.0,0.0,3945.0,0.0,0.0,1075.0,220.0,18.0,0.0,0.0,0.0,2024
K3,Mexico Plant,7월,0.0,10448.0,931.0,1254.0,0.0,0.0,135.0,0.0,0.0,1.0,0.0,0.0,2024
Pride / Rio (FB),*Russia Plant(HMMR),7월,0,0,0,0,0,0,0,0,0.0,0,0,0,2024
Optima / K5,US Plant,7월,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,US Plant,7월,0.0,7989.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2024
Sorento,US Plant,7월,0.0,5469.0,799.0,201.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2024
Telluride,US Plant,7월,0.0,9082.0,313.0,50.0,0.0,0.0,13.0,47.0,0.0,4.0,0.0,0.0,2024
EV9,US Plant,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Pegas,China Plants,7월,0.0,0.0,0.0,0.0,0.0,0.0,2048.0,1190.0,507.0,124.0,0.0,14.0,2024
Forte,China Plants,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208.0,2024
K3,China Plants,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.0,2024
K4,China Plants,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,China Plants,7월,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,173.0,2024
KX1,China Plants,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,2024
Sonet,China Plants,7월,0.0,0.0,0.0,1134.0,0.0,0.0,995.0,218.0,12.0,383.0,0.0,15.0,2024
KX3 / Seltos,China Plants,7월,0.0,0.0,0.0,1432.0,0.0,0.0,943.0,1666.0,121.0,66.0,0.0,2190.0,2024
Zhipao,China Plants,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,2024
KX5 / Sportage,China Plants,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,2024
Carnival,China Plants,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,2024
EV5,China Plants,7월,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,191.0,0.0,606.0,2024
Sonet,India Plant,7월,0.0,0.0,0,0,0.0,0.0,71.0,596.0,924.0,162.0,7838.0,0.0,2024
Seltos,India Plant,7월,0.0,0.0,0.0,0.0,0.0,0.0,162.0,2.0,100.0,71.0,6147.0,0.0,2024
Carens MPV,India Plant,7월,0.0,0.0,0.0,0.0,0.0,20.0,228.0,489.0,16.0,26.0,5299.0,0.0,2024
Carnival (CKD),India Plant,7월,0,0,0,0,0,0,0,0,0.0,0,0,0,2024
Morning / Picanto,CKD,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,87.0,0.0,0.0,2024
Pegas,CKD,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2024
K3,CKD,7월,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,388.0,0.0,0.0,2024
K4,CKD,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,CKD,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2024
"K7, K8 / Cadenza",CKD,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sonet,CKD,7월,0.0,0.0,0.0,0.0,0.0,1120.0,344.0,0.0,0.0,576.0,0.0,0.0,2024
Stonic,CKD,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2024
Seltos,CKD,7월,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,466.0,0.0,0.0,2024
Soul,CKD,7월,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV5,CKD,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV9,CKD,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,CKD,7월,0.0,0.0,0.0,0.0,0.0,700.0,0.0,467.0,0.0,300.0,0.0,0.0,2024
Sorento,CKD,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,87.0,0.0,0.0,2024
New Carens,CKD,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024
Carens MPV,CKD,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,0.0,0.0,2024
Carnival / Sedona,CKD,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,2024
Bongo / Frontier,CKD,7월,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,769.0,0.0,0.0,2024
Bongo,Special Vehicle,7월,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,2.0,0.0,0.0,2024
Millitary,Special Vehicle,7월,228.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,2024
Bus,Special Vehicle,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bongo (CKD),Special Vehicle,7월,0.0,0.0,0.0,0.0,0.0,20.0,0.0,24.0,0.0,148.0,0.0,0.0,2024
Millitary (CKD),Special Vehicle,7월,0.0,0.0,0.0,0.0,0.0,2.0,0.0,72.0,0.0,0.0,0.0,0.0,2024
Bus (CKD),Special Vehicle,7월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,2024
Morning / Picanto,Korea Plants,8월,910.0,0.0,0.0,0.0,4442.0,236.0,1344.0,239.0,1288.0,578.0,0.0,0.0,2024
Pride / Rio,Korea Plants,8월,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2024
Ray,Korea Plants,8월,2787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray EV,Korea Plants,8월,923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K3,Korea Plants,8월,588.0,0.0,43.0,16.0,0.0,95.0,23.0,617.0,217.0,1417.0,0.0,0.0,2024
K5 / Optima,Korea Plants,8월,2690.0,6047.0,0.0,0.0,0.0,7.0,7.0,445.0,0.0,0.0,0.0,0.0,2024
Stinger,Korea Plants,8월,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2024
"K7,8 / Cadenza",Korea Plants,8월,2711.0,0.0,0.0,0.0,0.0,31.0,0.0,145.0,0.0,0.0,0.0,0.0,2024
